,type,id,lat,lon,access,addr:city,addr:country,addr:postcode,addr:street,amenity,authentication:membership_card,authentication:none,capacity,email,fee,motorcar,name,network,opening_hours,operator,parking:fee,phone,ref,socket:type2,socket:type2:current,socket:type2:output,socket:type2:voltage,website,addr:housenumber,note,socket:schuko,socket:schuko:voltage,wheelchair,level,socket:cee_blue,socket:cee_blue:current,socket:cee_blue:output,socket:cee_blue:voltage,socket:chademo,socket:chademo:current,socket:chademo:output,socket:chademo:voltage,socket:type2_combo,socket:type2_combo:current,socket:type2_combo:output,socket:type2_combo:voltage,socket:type2_cable,socket:type2_cable:current,socket:type2_cable:output,socket:type2_cable:voltage,location,power,bicycle,socket:tesla_supercharger,socket:tesla_supercharger:output,socket:tesla_supercharger_ccs,socket:tesla_supercharger_ccs:output,socket:tesla_destination,socket:tesla_destination:output,old_name,addr:place,socket:schuko:output,description,note:en,authentication:app,alt_ref,socket:cee_red_16a,socket:cee_red_16a:output,website:stock,start_date,layer,image,construction:socket:chademo,construction:socket:type2_combo,official_name,ame
919,node,8168730333,38.4595139,-9.1732138,customers,,PT,,,charging_station,,,2,,no,yes,Quinta do Miguel Tesla Destination Charger,Tesla,,Tesla,no,,dc85336,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,22kW,,,,,,,,,1,22kW,,,,,,,,,,,,,,,,,
920,node,8168743190,38.5290517,-8.8987541,customers,,PT,,,charging_station,,,2,,no,yes,Hotel Laitau Setubal Tesla Destination Charger,Tesla,,Tesla,no,,dc39383,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,22kW,,,,,,,,,1,22kW,,,,,,,,,,,,,,,,,
921,node,8168773229,38.5308824,-8.9022893,customers,,PT,,,charging_station,,,4,,no,yes,Hotel do Sado Business & Nature Tesla Destination Charger,Tesla,,Tesla,no,,dc50393,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,2,,11kW,,,,,,,,,2,11kW,,,,,,,,,,,,,,,,,
922,node,8186942169,38.5392345,-8.9407213,customers,,PT,,,charging_station,,,2,,no,yes,Biovilla Tesla Destination Charger,Tesla,,Tesla,no,,dc24390,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,22kW,,,,,,,,,1,22kW,,,,,,,,,,,,,,,,,
923,node,8187028269,38.6356261,-8.6944128,customers,,PT,,,charging_station,,,4,,no,yes,Casa Ermelinda Freitas Tesla Destination Charger,Tesla,,Tesla,no,,dc63316,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,2,,22kW,,,,,,,,,2,22kW,,,,,,,,,,,,,,,,,
924,node,8187046416,38.5533545,-7.970107,customers,,PT,,,charging_station,,,4,,no,yes,Tivoli Évora Ecoresort Tesla Destination Charger,Tesla,,Tesla,no,,dc33179,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,2,,22kW,,,,,,,,,2,22kW,,,,,,,,,,,,,,,,,
925,node,8194489196,38.5695075,-7.8863972,customers,,PT,,,charging_station,,,2,,no,yes,Graça Hotel Évora Tesla Destination Charger,Tesla,,Tesla,no,,dc57791,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,22kW,,,,,,,,,1,22kW,,,,,,,,,,,,,,,,,
926,node,8194571742,38.6010964,-7.8884666,customers,,PT,,,charging_station,,,4,,no,yes,Convento do Espinheiro - Hotel & SPA Tesla Destination Charger,Tesla,,Tesla,no,,dc71519,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,2,,22kW,,,,,,,,,2,22kW,,,,,,,,,,,,,,,,,
927,node,8194606324,38.7772126,-7.4201998,customers,,PT,,,charging_station,,,2,,no,yes,Alentejo Marmoris Hotel and Spa Tesla Destination Charger,Tesla,,Tesla,no,,dc23951,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,22kW,,,,,,,,,1,22kW,,,,,,,,,,,,,,,,,
928,node,8194701121,38.9209033,-7.1718259,customers,,PT,,,charging_station,,,2,,no,yes,Eco Hotel Rural Monte da Provenca Tesla Destination Charger,Tesla,,Tesla,,,dc22047,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,22kW,,,,,,,,,1,22kW,,,,,,,,,,,,,,,,,
929,node,8194701122,38.8394099,-7.5887458,customers,,PT,,,charging_station,,,2,,no,yes,Pateo dos Solares Charm Hotel Tesla Destination Charger,Tesla,,Tesla,,,dc51406,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,11kW,,,,,,,,,1,11kW,,,,,,,,,,,,,,,,,
930,node,8194708438,39.4085208,-7.4043989,customers,,PT,,,charging_station,,,2,,no,yes,Quinta da Saimeira Tesla Destination Charger,Tesla,,Tesla,,,dc78778,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,11kW,,,,,,,,,1,11kW,,,,,,,,,,,,,,,,,
931,node,8194708439,39.0683071,-7.4891594,customers,,PT,,,charging_station,,,2,,no,yes,Torre de Palma Wine Hotel Tesla Destination Charger,Tesla,,Tesla,,,dc28756,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,11kW,,,,,,,,,1,11kW,,,,,,,,,,,,,,,,,
932,node,8198479998,38.7018963,-9.4576152,customers,,PT,,,charging_station,,,4,,no,yes,Martinhal Family Hotels & Resorts - Cascais Tesla Destination Charger,Tesla,,Tesla,,,dc71611,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,2,,22kW,,,,,,,,,2,22kW,,,,,,,,,,,,,,,,,
933,node,8198482850,38.7056316,-9.2442763,customers,,PT,,,charging_station,,,6,,no,yes,Solplay Hotel de Apartamentos Tesla Destination Charger,Tesla,,Tesla,,,dc36502,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,3,,22kW,,,,,,,,,3,22kW,,,,,,,,,,,,,,,,,
934,node,8198482851,38.8003386,-9.39391,customers,,PT,,,charging_station,,,2,,no,yes,Casa do Valle Tesla Destination Charger,Tesla,,Tesla,,,dc38278,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,17kW,,,,,,,,,1,17kW,,,,,,,,,,,,,,,,,
935,node,8198482852,38.7613202,-9.3966982,customers,,PT,,,charging_station,,,2,,no,yes,Penha Longa Resort Tesla Destination Charger,Tesla,,Tesla,,,dc13862,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,11kW,,,,,,,,,1,11kW,,,,,,,,,,,,,,,,,
936,node,8198508190,38.7024678,-9.4105437,customers,,PT,,,charging_station,,,2,,no,yes,Hotel Cascais Miragem Tesla Destination Charger,Tesla,,Tesla,,,dc39779,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,22kW,,,,,,,,,1,22kW,,,,,,,,,,,,,,,,,
937,node,8198508191,38.6974355,-9.4201072,customers,,PT,,,charging_station,,,2,,no,yes,Hotel Baia Tesla Destination Charger,Tesla,,Tesla,,,dc40000,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,17kW,,,,,,,,,1,17kW,,,,,,,,,,,,,,,,,
938,node,8198550881,39.2351311,-8.6761851,customers,,PT,,,charging_station,,,4,,no,yes,Casa da Alcaçova Tesla Destination Charger,Tesla,,Tesla,,,dc34240,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,2,,22kW,,,,,,,,,2,22kW,,,,,,,,,,,,,,,,,
939,node,8198550882,39.2329221,-8.683303,customers,,PT,,,charging_station,,,2,,no,yes,Restaurante O Micas II Tesla Destination Charger,Tesla,,Tesla,,,dc49977,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,22kW,,,,,,,,,1,22kW,,,,,,,,,,,,,,,,,
940,node,8198550883,39.1793061,-9.3548785,customers,,PT,,,charging_station,,,2,,no,yes,Hotel Golf Mar Tesla Destination Charger,Tesla,,Tesla,,,dc52749,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,22kW,,,,,,,,,1,22kW,,,,,,,,,,,,,,,,,
941,node,8198572859,38.7047378,-9.396843,customers,,PT,,,charging_station,,,2,,no,yes,Palacio Estoril Hotel Golf & Spa Tesla Destination Charger,Tesla,,Tesla,,,dc9595,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,22kW,,,,,,,,,1,22kW,,,,,,,,,,,,,,,,,
942,node,8198572860,38.7043506,-9.4058391,customers,,PT,,,charging_station,,,2,,no,yes,Intercontinental Estoril Tesla Destination Charger,Tesla,,Tesla,,,dc25021,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,11kW,,,,,,,,,1,11kW,,,,,,,,,,,,,,,,,
943,node,8198583025,38.7035332,-9.1866758,customers,,PT,,,charging_station,,,2,,no,yes,Pestana Palace Lisboa Tesla Destination Charger,Tesla,,Tesla,,,dc33017,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,11kW,,,,,,,,,1,11kW,,,,,,,,,,,,,,,,,
944,node,8198583026,38.6932581,-9.2108037,customers,,PT,,,charging_station,,,2,,no,yes,Altis Belem Hotel & Spa Tesla Destination Charger,Tesla,,Tesla,,,dc9590,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,22kW,,,,,,,,,1,22kW,,,,,,,,,,,,,,,,,
945,node,8198602709,38.72191,-9.1493341,customers,,PT,,,charging_station,,,4,,no,yes,Hotel Vincci Liberdade Tesla Destination Charger,Tesla,,Tesla,,,dc22787,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,2,,11kW,,,,,,,,,2,11kW,,,,,,,,,,,,,,,,,
946,node,8198602710,38.7169534,-9.1433783,customers,,PT,,,charging_station,,,2,,no,yes,BessaHotel Liberdade Tesla Destination Charger,Tesla,,Tesla,,,dc14400,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,2,,22kW,,,,,,,,,2,22kW,,,,,,,,,,,,,,,,,
947,node,8198602711,38.7067828,-9.1638295,customers,,PT,,,charging_station,,,2,,no,yes,Olissippo Lapa Palace Tesla Destination Charger,Tesla,,Tesla,,,dc9596,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,22kW,,,,,,,,,1,22kW,,,,,,,,,,,,,,,,,
948,node,8198605471,38.7338412,-9.1538309,customers,,PT,,,charging_station,,,4,,no,yes,El Corte Ingles Lisboa Tesla Destination Charger,Tesla,,Tesla,,,dc33466,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,2,,17kW,,,,,,,,,2,17kW,,,,,,,,,,,,,,,,,
949,node,8198605472,38.726414,-9.1471129,customers,,PT,,,charging_station,,,2,,no,yes,H10 Duque de Loule Tesla Destination Charger,Tesla,,Tesla,,,dc24156,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,22kW,,,,,,,,,1,22kW,,,,,,,,,,,,,,,,,
950,node,8198636078,38.7395853,-9.1458607,customers,,PT,,,charging_station,,,2,,no,yes,Jupiter Lisboa Hotel Tesla Destination Charger,Tesla,,Tesla,,,dc39674,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,11kW,,,,,,,,,1,11kW,,,,,,,,,,,,,,,,,
951,node,8198651865,38.7702774,-9.1254061,customers,,PT,,,charging_station,,,2,,no,yes,Hotel Tryp Lisboa Aeroporto Tesla Destination Charger,Tesla,,Tesla,,,dc25879,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,11kW,,,,,,,,,1,11kW,,,,,,,,,,,,,,,,,
952,node,8198651866,38.7706643,-9.1252479,customers,,PT,,,charging_station,,,2,,no,yes,Hotel Star inn Lisbon Tesla Destination Charger,Tesla,,Tesla,,,dc25880,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,17kW,,,,,,,,,1,17kW,,,,,,,,,,,,,,,,,
953,node,8198651867,38.7396418,-9.1241696,customers,,PT,,,charging_station,,,2,,no,yes,Olaias Park Hotel Tesla Destination Charger,Tesla,,Tesla,,,dc33540,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,22kW,,,,,,,,,1,22kW,,,,,,,,,,,,,,,,,
954,node,8198652345,39.0376301,-9.2400934,customers,,PT,,,charging_station,,,4,,no,yes,Dolce CampoReal Lisboa Tesla Destination Charger,Tesla,,Tesla,,,dc38685,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,2,,22kW,,,,,,,,,2,22kW,,,,,,,,,,,,,,,,,
955,node,8198652346,38.7695136,-9.0982595,customers,,PT,,,charging_station,,,2,,no,yes,Hotel Tryp Oriente Tesla Destination Charger,Tesla,,Tesla,,,dc45846,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,17kW,,,,,,,,,1,17kW,,,,,,,,,,,,,,,,,
956,node,8198711839,39.3628285,-9.3360642,customers,,PT,,,charging_station,,,2,,no,yes,Ride Resort - Action Resort & SPA Tesla Destination Charger,Tesla,,Tesla,,,dc55709,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,22kW,,,,,,,,,1,22kW,,,,,,,,,,,,,,,,,
957,node,8198711840,39.3571577,-9.363074,customers,,PT,,,charging_station,,,4,,no,yes,MH Peniche Tesla Destination Charger,Tesla,,Tesla,,,dc76495,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,2,,22kW,,,,,,,,,2,22kW,,,,,,,,,,,,,,,,,
958,node,8198894641,39.4050925,-9.2406915,customers,,PT,,,charging_station,,,2,,no,yes,Royal Óbidos Spa & Golf Resort Tesla Destination Charger,Tesla,,Tesla,,,dc61074,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,22kW,,,,,,,,,1,22kW,,,,,,,,,,,,,,,,,
959,node,8198894642,39.3860148,-9.1958463,customers,,PT,,,charging_station,,,2,,no,yes,Hotel Rio do Prado Tesla Destination Charger,Tesla,,Tesla,,,dc33152,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,22kW,,,,,,,,,1,22kW,,,,,,,,,,,,,,,,,
960,node,8198894643,39.3821065,-9.2460801,customers,,PT,,,charging_station,,,2,,no,yes,Bom Sucesso Resort Tesla Destination Charger,Tesla,,Tesla,,,dc48648,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,11kW,,,,,,,,,1,11kW,,,,,,,,,,,,,,,,,
961,node,8198894644,39.3897716,-9.287881,customers,,PT,,,charging_station,,,2,,no,yes,Hotel Marriott Praia D'El Rey Tesla Destination Charger,Tesla,,Tesla,,,dc31576,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,22kW,,,,,,,,,1,22kW,,,,,,,,,,,,,,,,,
962,node,8198915433,39.4102678,-8.9629313,customers,,PT,,,charging_station,,,2,,no,yes,Restaurante O Bigodes Tesla Destination Charger,Tesla,,Tesla,,,dc62260,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,11kW,,,,,,,,,1,11kW,,,,,,,,,,,,,,,,,
963,node,8198915434,39.3637514,-8.9460473,customers,,PT,,,charging_station,,,2,,no,yes,SALARIUM Sal & Sabores Tesla Destination Charger,Tesla,,Tesla,,,dc30217,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,22kW,,,,,,,,,1,22kW,,,,,,,,,,,,,,,,,
964,node,8198915435,39.3376258,-8.9389339,customers,,PT,,,charging_station,,,2,,no,yes,Casa do Foral Tesla Destination Charger,Tesla,,Tesla,,,dc52974,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,17kW,,,,,,,,,1,17kW,,,,,,,,,,,,,,,,,
965,node,8198922935,39.4566031,-8.6677972,customers,,PT,,,charging_station,,,2,,no,yes,Hotel Eurosol Alcanena Tesla Destination Charger,Tesla,,Tesla,,,dc39351,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,11kW,,,,,,,,,1,11kW,,,,,,,,,,,,,,,,,
966,node,8198922936,39.4027614,-8.4881052,customers,,PT,,,charging_station,,,2,,no,yes,Hotel Lusitano Tesla Destination Charger,Tesla,,Tesla,,,dc41349,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,22kW,,,,,,,,,1,22kW,,,,,,,,,,,,,,,,,
967,node,8198940839,39.8518308,-8.8674407,customers,,PT,,,charging_station,,,4,,no,yes,Palace Hotel Monte Real Tesla Destination Charger,Tesla,,Tesla,,,dc33585,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,2,,11kW,,,,,,,,,1,11kW,,,,,,,,,,,,,,,,,
968,node,8198940840,39.8075378,-8.8426832,customers,,PT,,,charging_station,,,2,,no,yes,Lisotel Hotel & Spa Tesla Destination Charger,Tesla,,Tesla,,,dc24817,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,22kW,,,,,,,,,1,22kW,,,,,,,,,,,,,,,,,
969,node,8198940841,39.7537327,-8.8131798,customers,,PT,,,charging_station,,,2,,no,yes,Hotel Tryp Leiria Tesla Destination Charger,Tesla,,Tesla,,,dc51425,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,17kW,,,,,,,,,1,17kW,,,,,,,,,,,,,,,,,
970,node,8198947932,39.745717,-8.8030831,customers,,PT,,,charging_station,,,2,,no,yes,Hotel Eurosol Residence Tesla Destination Charger,Tesla,,Tesla,,,dc39350,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,11kW,,,,,,,,,1,11kW,,,,,,,,,,,,,,,,,
971,node,8198947933,39.7396756,-8.8101024,customers,,PT,,,charging_station,,,2,,no,yes,Hotel Eurosol LEIRIA & JARDIM - Tesla Destination Charger,Tesla,,Tesla,,,dc39353,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,11kW,,,,,,,,,1,11kW,,,,,,,,,,,,,,,,,
972,node,8198947934,39.6292181,-8.6735377,customers,,PT,,,charging_station,,,2,,no,yes,Hotel Estrela de Fatima Tesla Destination Charger,Tesla,,Tesla,,,dc24335,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,22kW,,,,,,,,,1,22kW,,,,,,,,,,,,,,,,,
973,node,8198947935,39.6280607,-8.675019,customers,,PT,,,charging_station,,,2,,no,yes,Hotel Cruz Alta Tesla Destination Charger,Tesla,,Tesla,,,dc26243,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,22kW,,,,,,,,,1,22kW,,,,,,,,,,,,,,,,,
974,node,8198947936,39.5487821,-8.5247952,customers,,PT,,,charging_station,,,2,,no,yes,Casa Das Rendufas- Turismo Rural Com Figos Tesla Destination Charger,Tesla,,Tesla,,,dc39359,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,11kW,,,,,,,,,1,11kW,,,,,,,,,,,,,,,,,
975,node,8198947937,39.5035833,-9.1047907,customers,,PT,,,charging_station,,,2,,no,yes,Quinta das Soizas Tesla Destination Charger,Tesla,,Tesla,,,dc54375,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,17kW,,,,,,,,,1,17kW,,,,,,,,,,,,,,,,,
976,node,8198991155,40.4184625,-7.7051148,customers,,PT,,,charging_station,,,2,,no,yes,Hotel Eurosol Seia Camelo Tesla Destination Charger,Tesla,,Tesla,,,dc39354,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,11kW,,,,,,,,,1,11kW,,,,,,,,,,,,,,,,,
977,node,8198991156,40.4111883,-8.0417454,customers,,PT,,,charging_station,,,2,,no,yes,Parque de Campismo - Vitor M. P. Silva Tesla Destination Charger,Tesla,,Tesla,,,dc32807,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,22kW,,,,,,,,,1,22kW,,,,,,,,,,,,,,,,,
978,node,8198991157,40.3899291,-8.4512195,customers,,PT,,,charging_station,,,2,,no,yes,Rei dos Leitões Tesla Destination Charger,Tesla,,Tesla,,,dc60047,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,22kW,,,,,,,,,1,22kW,,,,,,,,,,,,,,,,,
979,node,8198991158,40.3848047,-8.3782661,customers,,PT,,,charging_station,,,4,,no,yes,Grande Hotel de Luso Tesla Destination Charger,Tesla,,Tesla,,,dc54546,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,2,,11kW,,,,,,,,,2,11kW,,,,,,,,,,,,,,,,,
980,node,8198991159,40.3260149,-7.8419718,customers,,PT,,,charging_station,,,2,,no,yes,Aqua Village Health Resort & Spa Tesla Destination Charger,Tesla,,Tesla,,,dc40363,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,22kW,,,,,,,,,1,22kW,,,,,,,,,,,,,,,,,
981,node,8198991160,40.2656169,-7.6243146,customers,,PT,,,charging_station,,,5,,no,yes,H2otel Congress & Medical Spa Tesla Destination Charger,Tesla,,Tesla,,,dc40417,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,2,,22kW,,,,,,,,,1,22kW,,,,,,,,,,,,,,,,,
982,node,8198991161,40.0837541,-8.3353213,customers,,PT,,,charging_station,,,2,,no,yes,Hotel Parque Serra da Lousã Tesla Destination Charger,Tesla,,Tesla,,,dc38416,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,22kW,,,,,,,,,1,22kW,,,,,,,,,,,,,,,,,
983,node,8198991162,40.0229972,-8.3750206,customers,,PT,,,charging_station,,,2,,no,yes,Duecitania Design Hotel Tesla Destination Charger,Tesla,,Tesla,,,dc19358,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,11kW,,,,,,,,,1,11kW,,,,,,,,,,,,,,,,,
984,node,8198991163,39.8782878,-8.609675,customers,,PT,,,charging_station,,,2,,no,yes,Acquavilla House Tesla Destination Charger,Tesla,,Tesla,,,dc56828,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,17kW,,,,,,,,,1,17kW,,,,,,,,,,,,,,,,,
985,node,8199071702,40.6146691,-6.8275899,customers,,PT,,,charging_station,,,3,,no,yes,Quinta do Prado Verde Tesla Destination Charger,Tesla,,Tesla,,,dc70194,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,22kW,,,,,,,,,1,22kW,,,,,,,,,,,,,,,,,
986,node,8199071703,40.4955361,-7.5923869,customers,,PT,,,charging_station,,,2,,no,yes,Eurosol Gouveia Tesla Destination Charger,Tesla,,Tesla,,,dc39352,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,11kW,,,,,,,,,1,11kW,,,,,,,,,,,,,,,,,
987,node,8199164856,40.7143096,-8.1199707,customers,,PT,,,charging_station,,,2,,no,yes,Quinta Do Fontelo Tesla Destination Charger,Tesla,,Tesla,,,dc23538,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,22kW,,,,,,,,,1,22kW,,,,,,,,,,,,,,,,,
988,node,8199164857,40.6383585,-8.6451891,customers,,PT,,,charging_station,,,2,,no,yes,Melia Ria Hotel & Spa Tesla Destination Charger,Tesla,,Tesla,,,dc54232,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,17kW,,,,,,,,,1,17kW,,,,,,,,,,,,,,,,,
989,node,8199164858,40.6034321,-8.6729081,customers,,PT,,,charging_station,,,2,,no,yes,Hotel Ilhavo plaza Tesla Destination Charger,Tesla,,Tesla,,,dc40814,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,22kW,,,,,,,,,1,22kW,,,,,,,,,,,,,,,,,
990,node,8199190764,40.8556393,-7.0149958,customers,,PT,,,charging_station,,,2,,no,yes,Colmeal Countryside Hotel Tesla Destination Charger,Tesla,,Tesla,,,dc41969,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,11kW,,,,,,,,,1,11kW,,,,,,,,,,,,,,,,,
991,node,8199190765,40.808471,-8.449616,customers,,PT,,,charging_station,,,2,,no,yes,Hotel Vale do Rio Tesla Destination Charger,Tesla,,Tesla,,,dc29858,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,22kW,,,,,,,,,1,22kW,,,,,,,,,,,,,,,,,
992,node,8199286788,41.1032673,-8.0952716,customers,,PT,,,charging_station,,,2,,no,yes,Douro Royal Valley Hotel & Spa Tesla Destination Charger,Tesla,,Tesla,,,dc26399,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,1,,22kW,,,,,,,,,1,22kW,,,,,,,,,,,,,,,,,
993,node,8199286789,41.0736109,-8.5053465,customers,,PT,,,charging_station,,,4,,no,yes,Tapada de São Domingos Tesla Destination Charger,Tesla,,Tesla,,,dc29654,,,,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,,,,,,,,,,,,,,,,,,,2,,11kW,,,,,,,,,2,11kW,,,,,,,,,,,,,,,,,
